cookie_id,predictions
3754dcc567e6479b86999d014b24214f,"[247535, 207108, 108242, 182084, 212141]"
3777393f7a6f4885b881b3162ac28b85,"[178415, 150476, 198751, 212325, 220718]"
378936c8e41f46b1bf1f65bfc7b80433,"[230145, 212325, 203404, 240744, 179082]"
37a4458d1bf445308dba64801f74932f,"[206544, 239021, 101410, 242814, 212987]"
37cf824309874054aecfe0219c6387ab,"[240744, 110792, 237341, 247276, 113482]"
37eecbc592f7445ea912dc1e73e97e31,"[217683, 116900, 101462, 242145, 253946]"
37f164d3df0e4c5994352973597c8b4a,"[116900, 101462, 246285, 219266, 154248]"
3800228a539c4c0a97bccc37dcaa2cdc,"[179082, 212325, 230145, 221920, 237288]"
3810a67a113f4f9b80451a3c5116f009,"[153970, 243868, 210229, 106676, 119539]"
3814e2f6feb3441594bcbe4bd43fc91e,"[243868, 152046, 228572, 102794, 205479]"
384389c1cb0247ca853ea7bc50d06d8a,"[230707, 114583, 230145, 178415, 120252]"
3890608a8fca4c89b5486b238a3bc280,"[243868, 228572, 152046, 205479, 102794]"
38b57d32354146c7a3618101e9cb5f58,"[180382, 113482, 207156, 212325, 168935]"
38b9dbbab2674aa5b913274614f6289e,"[138634, 153970, 209422, 117525, 205630]"
38bb18570bff420bb4231a4cae163e8a,"[243868, 106676, 228572, 111706, 130474]"
38bf298327eb4e7ba37057f7a2f40f06,"[138634, 212325, 207156, 237341, 217683]"
38c2af3deb9d413f98f73b6777ba84ef,"[117897, 165933, 172483, 154411, 235614]"
38dbfa177bcb4757ac90a0a339839d33,"[243868, 152046, 228572, 205479, 130474]"
38e1d3a4e9a44768b85c4a83cd995c2a,"[103881, 153970, 149484, 144097, 173337]"
38f5f088231d4042ae73d62d0b947ca2,"[207156, 113482, 219770, 209422, 212325]"
3907b33bfe47463b8365c424dd2c7a92,"[113482, 138634, 253946, 117532, 101462]"
390c730165164923a1f7debb1d8f230c,"[240663, 117897, 165933, 243678, 172483]"
3917e08e517b4552bcb3407e0a0ffafc,"[212325, 164602, 113482, 113707, 237341]"
391911ed5d57499c89d818eb19310fd4,"[260154, 138634, 110793, 239021, 242642]"
392daa4c29a24822973ec0d4c70d3508,"[260154, 113482, 138634, 253946, 207156]"
393831de79a54cc3a1becc7f4beaa206,"[260154, 246285, 116823, 219266, 182870]"
393e488bd8db493a85f8999ade20a2a7,"[260154, 153970, 182870, 116823, 207423]"
39513ab41a3c4c45a281bb67bc20e0f9,"[182870, 116823, 207108, 240744, 230707]"
39635ed27dd3487b9e3b0689637de705,"[206350, 212325, 207211, 212953, 110792]"
39ce37e01a20437ba31f9fc528582f00,"[217683, 181745, 138634, 260154, 205630]"
39dba326102d4e88904df61d1b44fb3c,"[111867, 180382, 113482, 207156, 110792]"
39e11c17c9c64a25964759d626ea136b,"[181745, 154411, 113482, 207560, 109685]"
39e6accb691f4d3d8284e90835c9f304,"[138634, 253678, 219266, 212325, 207156]"
3a0a846ca593457fa21b00b423cbe3f0,"[260154, 113482, 207156, 212325, 108242]"
3a0c240bf77f4da7beff6435dc2b0e0f,"[153970, 113305, 119539, 120845, 254251]"
3a1326c3aaf2447da1dec82d89aa2add,"[111941, 207108, 113707, 178415, 230707]"
3a1379fa873f4ee9bf319fdc7f08554b,"[240744, 110793, 105907, 239021, 113482]"
3a2316fe7d0c4de4a164c610708a0c11,"[113482, 115977, 247299, 240744, 117532]"
3a24be1ae99e4769861cec55ed868651,"[113707, 116438, 104276, 210628, 116433]"
3a296cd880b240eca3abe4e71e089a3b,"[113482, 247535, 207108, 237341, 246509]"
3a5097a03e9145ea896eafafcf3021c6,"[247535, 212141, 182084, 221920, 212027]"
3a55d4b863484bfc91a7a8f7bfb9f746,"[250327, 117897, 240663, 181745, 165933]"
3a64afe7478946de887ca57746e99d17,"[207156, 212325, 181745, 250129, 168935]"
3a6e34d39f9348ae98cdde591c73064b,"[138634, 103881, 173337, 230707, 242145]"
3a796d0a3aaa49c8a86b618c29bdbd62,"[115977, 247299, 234115, 247304, 164246]"
3a7bc564f3f341a2b4e08a724498b263,"[115420, 240744, 207211, 257631, 108242]"
3a91b16bf5fd4909b160a1754db5d51b,"[206350, 108242, 212987, 212953, 209245]"
3ac660fe3bc54acebc52ef3795981d0d,"[209422, 219770, 253678, 209448, 207156]"
3acb6221541046a7a5864a47532143e2,"[113482, 253946, 101462, 154248, 207356]"
3ad637a44ce346d1aa3d44458e2fff41,"[113305, 116823, 207108, 110793, 113482]"
3ad703311893466d948d64e5cbed43c9,"[115977, 234115, 247304, 241030, 102913]"
3adb271278994211a5fe8e10f369439a,"[122614, 113482, 101462, 253946, 259050]"
3aec888a3995410db3dd9d87134eb66f,"[110792, 247276, 164602, 248720, 206544]"
3aff4d14b172446d96c73d33b32d709a,"[198751, 212141, 212027, 230707, 207211]"
3b6dbc4e551a4c6789ee33c92cc85d5b,"[113482, 207156, 212325, 243868, 164246]"
3b7fe88cf0ce42edb673de83e6824d0e,"[209422, 209448, 122614, 113482, 253946]"
3b91f4c09e7f469db5115ebc48159094,"[220718, 179082, 212325, 212141, 230145]"
3bc358d16e8a44bcb8f4c426b36633db,"[138634, 153970, 209422, 207156, 219770]"
3bc7b77ca7034112bef04731c510348e,"[207423, 111505, 240744, 217683, 253678]"
3bccf9cab34f41f994685198c2f89d3c,"[164246, 207169, 243003, 218072, 210536]"
3bcf1208a2004f20b7a94417e556103a,"[206350, 115977, 212953, 108242, 212987]"
3bd6e1e0f2ec4842a8c8b99b75772e6f,"[203404, 110793, 246509, 239021, 217683]"
3c121aacd67c4b718a2e4e080041fde8,"[106584, 136872, 222378, 117525, 196789]"
3c3c2308bd974134bf45dd264f223964,"[113482, 253946, 242145, 122614, 207108]"
3c3d9e5341d7417c8de1d178a99e2a35,"[207156, 212325, 113482, 243868, 250129]"
3c52d86db2f7412683f47b7b1c63fc19,"[212325, 207211, 171602, 116438, 182439]"
3c7ed29f21934db484f7d41eb4b951f5,"[110792, 207156, 212325, 243868, 237341]"
3c87d85c8eaf44628dd4d04a6c1c9372,"[172483, 235614, 166835, 136817, 243678]"
3c9648739f2e454f9ed9e1d2b3cb5f2f,"[138634, 117532, 153970, 253946, 242145]"
3c975e77978346c1818d34a44165b546,"[247535, 230707, 212325, 220718, 105907]"
3c9caa3c0e38451687d393c7165b7292,"[115420, 221920, 212325, 150476, 212141]"
3ca2256e9f1f43a08216ce083997e0d4,"[240663, 117897, 237341, 210628, 165933]"
3cb5fcc3718f4390a89daa4d0762b37c,"[138634, 246509, 203404, 240663, 243678]"
3cd1a542094a41eaa6677dcfe3d42077,"[101136, 240432, 106584, 222378, 117525]"
3cf69a3a3ddc420baf7e873c3015f569,"[181745, 154411, 109685, 247535, 113305]"
3cfc5ed6ef1e41258d66319d7ce2cd09,"[245952, 195073, 215497, 250327, 209422]"
3d0e316f8bec4a6695310df836c63569,"[122614, 253678, 246285, 259050, 116900]"
3d29b2aad784476d8d65da201f06c421,"[246509, 153970, 117532, 117525, 253946]"
3d29c15ff08c454e89260ea6c53a720d,"[237341, 206350, 210628, 214513, 179082]"
3d3c70d0a11c47d39124640e0a15d5ae,"[113482, 138634, 117532, 253946, 242145]"
3d764e9fd9784cf7bdaa1d6be699c874,"[240744, 113707, 111941, 113305, 212325]"
3d7b2716809e4b45823ad7291278a405,"[246509, 243868, 122614, 203404, 110792]"
3d7f9eb21c82499eb467e112c0f5456a,"[138634, 153970, 260154, 117525, 207156]"
3d80b91cb0ca417fb8cc409a538b9a2f,"[113482, 253946, 242145, 110793, 117532]"
3d80dab62a874692a917a9f5ede129f0,"[179082, 214513, 171602, 212300, 198751]"
3dacaeda828a4866b31a423154552fa0,"[122614, 250327, 246509, 217683, 181745]"
3dc9c7cc89af4cd8a5f23f027d9afc5f,"[217683, 154248, 205630, 122614, 240744]"
3dd53316a9634ce4b7fbcc94e7a33d58,"[113482, 207156, 122614, 209422, 219770]"
3de0b712ce0248f1b16dcb79728fdfed,"[212141, 186617, 120252, 230707, 207108]"
3e0b2f4b1b34443eb8847bcf68be59c1,"[243868, 108242, 152046, 228572, 205479]"
3e38257359ee4bd6a7391c6cf6a963e0,"[246509, 138634, 153970, 181745, 237341]"
3e6ea7082b5642ac8d236c650fbab7fa,"[115977, 247299, 111505, 234115, 247304]"
3e85c2d688944667aac2cef0d6e911e3,"[230145, 212325, 178415, 198114, 240744]"
3eab463695654c1fa37b0ca060e42f94,"[237341, 230707, 220718, 193331, 210628]"
3ec38aeef8d6464d80f14cff1fbe6fc6,"[116823, 240744, 181745, 108242, 113305]"
3ec52ef07030418987cad0b074f91c87,"[138634, 103881, 153970, 242145, 149484]"
3ed53ac8ac8940028dce449bb84f0057,"[212325, 230707, 220718, 247535, 221920]"
3ee0b7da7539465895c0d034cd73832d,"[113482, 122614, 138634, 101462, 117525]"
3eeb9a0a7ef844b59febefa7142a0630,"[179082, 212325, 212300, 230145, 230136]"
3ef35dbb1d07483391b833f029f7e261,"[153970, 243868, 106676, 152046, 228572]"
3f013c8f6f7e4497a2901b1f5ea65dab,"[138634, 212325, 219266, 253678, 207156]"
3f118ff3137e4df6916ac8944ba18acf,"[138634, 153970, 209422, 117525, 103881]"
3f33748d59f4482d8cd7603fa85cb448,"[120252, 198751, 105907, 111941, 206544]"
3f42f18ef607448fa1d84c7f31e83bf9,"[138634, 217683, 153970, 154248, 117525]"
3f432f28cecc4a75833b5db9cbcb5fe1,"[114583, 113707, 203404, 207108, 221920]"
3f72474623214b889866976775148721,"[117897, 136817, 172483, 166835, 165933]"
3f8f0a9c559b49c7bfeb5495b8fb575e,"[230145, 237288, 212325, 115420, 198751]"
3f9b019d3e804c5f9b4883879d07e4e1,"[260154, 181745, 203404, 115977, 154411]"
3fa583bffffc4563a3f9b06d27454cbb,"[207156, 113482, 181745, 212325, 219770]"
3fa60ab523ee472da1b9ce7616ada207,"[113482, 242145, 103881, 240744, 110793]"
3fb9f295df2342aa822d37247a4f9363,"[153970, 260154, 117525, 173337, 117532]"
3fc6fde0dbfb44b5b939112dff44d9b6,"[115420, 207211, 108242, 110792, 212141]"
400e8a06bc63444389223d051399f497,"[212141, 212300, 198751, 240744, 150476]"
401e1fb6f05246069e3ffb7bd156a398,"[113482, 150476, 109079, 217683, 253678]"
402755ca54fe4063a182dc1405021d3c,"[103881, 149484, 162187, 227850, 242145]"
40367d23f2db4f75ab238883c2317e10,"[209422, 209448, 117525, 114583, 117532]"
403fc44b74124ee2800b782b1a268bc1,"[101136, 106584, 240432, 136872, 117525]"
40545b67c15e4de19575cafe4a861d0b,"[117897, 153970, 136817, 165933, 172483]"
4062862f29b844908d1bf6fa097ab259,"[209422, 209448, 122614, 219770, 110792]"
4064610cd5494a88b5a8311a9e9a7e85,"[113482, 253946, 138634, 117532, 242145]"
40936625d51a4cb0a521f15d83b4b62d,"[207156, 212325, 219770, 113482, 205630]"
40a407026b544cb68eda9231af3ffaef,"[181745, 116823, 182870, 154411, 237341]"
40df99d95c424ae883ed7201a9c00607,"[113482, 206350, 212987, 237341, 206544]"
40ecec7b59244624a1d25b95147f8a40,"[114583, 196428, 111941, 171602, 111837]"
410a678b7e1c40d08f01df067aa2ae03,"[181745, 217683, 209422, 154411, 205630]"
41143ea8d51442d080fac51298c291db,"[246509, 114583, 111867, 110792, 149024]"
411b104b8faf4495a9a5dbd08a930b48,"[206350, 111941, 209245, 196428, 212953]"
41314c5284d346ab98389956e6f84432,"[113482, 242145, 110793, 117532, 138634]"
4139829e9fad4237bed9582dd7c32b3d,"[101136, 138634, 136872, 117525, 240432]"
414858dbae7e4760b257b9fc3a80280c,"[113482, 198114, 212987, 113305, 109079]"
416f247b257945f2a847f2ce45b0afae,"[113482, 253946, 101136, 117525, 136872]"
41832d07f2c749409094424399ef0663,"[138634, 250327, 116900, 117897, 240663]"
418475f133f34e059c5f7c46ac0d060b,"[246509, 110792, 237341, 247276, 239021]"
41a0e7f2b09d4856b5701054dcbea92e,"[243868, 152046, 102794, 228572, 106676]"
41a606c89e6e4c1c8f0c61cdf1863cb9,"[212325, 207156, 219770, 253678, 113482]"
41aca43805e94a559450364fa145584d,"[250327, 242642, 217683, 117897, 240663]"
41b5d8d63f1d4555ad9f55e2ad80ec4e,"[240744, 206544, 239021, 110792, 101410]"
41f69e48e5cd4216a9b0463cf4c3660c,"[230707, 164602, 220718, 138634, 212325]"
420a8ba4fb564a7a89dfda521b94eaa8,"[153970, 117525, 209422, 246285, 117532]"
420dd9cca38f4166a1bf3be37dbedfac,"[209422, 207156, 209448, 219770, 205630]"
42201caa194e4c1a9f315f5eadaee044,"[138634, 153970, 260154, 117525, 113482]"
42428613ea72418fa3061f81fa66fd84,"[101136, 240432, 136872, 222378, 242710]"
42663547b1ea43ccb5ed45048d0e431b,"[230145, 212325, 182870, 193331, 239021]"
4295bd6c79ac4678b31692bab90e762a,"[152046, 228572, 102794, 205479, 106676]"
42ad0c060a584663a3bbdd78673f62f7,"[101462, 113482, 122614, 253946, 242145]"
42c7c0e7ccbc4d7dae47b10155377de6,"[113482, 210628, 110793, 212987, 206544]"
42cd07c23d94433480f760ad19d77ddc,"[152046, 102794, 255046, 257047, 119806]"
42d9c369958a4ef9a4b159aeba22df55,"[115977, 247299, 106729, 164246, 234115]"
42f6742fa90844debfa5e6c7b4c6be38,"[179082, 212300, 212141, 206350, 230136]"
430a0f553c9b4f158897f80e73279ee3,"[206350, 240744, 111941, 110793, 253678]"
4311bba2a39842ecbdd7a4a1f9453db5,"[207211, 240744, 108242, 116438, 115420]"
43887236b7fa49088bbc03e7b54bf95f,"[240744, 111941, 114583, 206350, 217683]"
4392b68e6a5c4361920863db45177d5f,"[219770, 219755, 207156, 221419, 221349]"
439ea0fc2df846cf9679240d3993b2f5,"[212953, 212987, 245637, 187662, 209245]"
43a7d35870ca459194c45a56800f9d3a,"[113482, 108242, 240744, 247535, 260154]"
43b39205a12149cbadd70e98fc4e4f81,"[246509, 138634, 113482, 253946, 111867]"
43d80c85d81943e9b8cc98895fa002f5,"[110792, 247276, 207156, 101136, 198114]"
43e12c5339854442a6dc310a35f20cbd,"[214513, 221920, 108242, 171602, 209568]"
43ecb3a5092e463c881e2f541dff5005,"[203404, 116900, 113482, 246285, 207423]"
44042929e638430b9ecfd7023ebdf6e4,"[110792, 110793, 239021, 247276, 206544]"
440f2300f7a04bb8a79a1ae9f6150c77,"[113482, 207156, 243868, 253946, 168935]"
4411b0354c7b42dd8b18875b3d9ae4d8,"[207156, 113482, 219770, 212325, 164481]"
4432cf9b3a074cc2b2bbf6c02571efba,"[260154, 181745, 154411, 115977, 109685]"
445991cadcee48b8883c1cfa59062dd7,"[113482, 122614, 101462, 253946, 242145]"
446b37c886d64f4cbb8a8cab84035206,"[209422, 209448, 207156, 219770, 122614]"
4477cd16b3eb40d9bc0d576a3b0f7fda,"[253678, 116900, 101462, 259050, 219841]"
4483c93a0eea49cb93998559298bdcf4,"[171602, 120252, 212325, 182439, 162851]"
44931e0472f74eccbce3305c7bb1ace4,"[108242, 207108, 113482, 110792, 247276]"
44a609d6facb4c8e8f5424e63ad28c70,"[243868, 152046, 228572, 205479, 148714]"
44ae7d16ddf64e33bd965ca8dfa7ec63,"[153970, 209422, 117525, 117532, 209448]"
44b045f6d51c40b1a45b4d2687f0c38f,"[113482, 207156, 212325, 243868, 168935]"
44c2cc5e0c924ef5b42a2621dd54d77e,"[242710, 196789, 206155, 259480, 227048]"
44c834590b70429380135905c0256013,"[113482, 138634, 253946, 117532, 117525]"
44e326c617c24b08abede585c7b1a63e,"[243868, 237341, 228572, 152046, 205479]"
44e8f8c3fd434d51ba1637d461c74c99,"[101136, 117525, 138634, 136872, 240432]"
4509d289b99f41138d6eafcdf5bae863,"[162187, 113305, 105907, 239021, 111941]"
4527a21ff7d543d3b0cec48ee2aaa4d4,"[105907, 242642, 196428, 207302, 209245]"
452f43b57d4d429b83e349c4fd275310,"[246509, 240744, 113482, 237341, 259663]"
45633eb909d8422f9d4cfb7b86eb9a3d,"[228572, 205479, 130474, 255046, 117532]"
456fa12c348048e68d9bae291ff75d6b,"[212325, 207211, 171602, 237341, 182439]"
45864069abce476b94ceceb31f21dc8d,"[138634, 246509, 103881, 117525, 173337]"
459195e7a9044b0d958ee7f7d4a00a1e,"[246509, 111867, 237341, 138634, 114583]"
4594e1b3b89e45e6aa2c7e7706aba835,"[230707, 220718, 180382, 111505, 193331]"
45cc4e30ca6c4a95b23fab73f4476f91,"[240744, 116823, 108242, 113305, 182870]"
45d1aced43c841e98d42803af6dc365b,"[253678, 138634, 115977, 247299, 219266]"
45e0002665de4157b6521f1e6f99e460,"[181745, 154411, 115977, 109685, 260154]"
45f342bbb39040679060b6f56d43a356,"[260154, 113482, 247535, 108242, 113305]"
4610e676123a48709d245e7611f00a8a,"[203404, 116823, 182870, 207423, 212325]"
461472960cac47cb9cd5db86d5370ddc,"[206350, 111837, 212953, 209245, 212987]"
462ec9b99c9d4401b04f9266b68aef6b,"[242642, 181745, 105907, 243868, 116823]"
464962a7cb714dba95b231a88ef494fa,"[113482, 117525, 101136, 136872, 240432]"
46658408cb3540b2b6fd14a81fc6cefa,"[113707, 206350, 111837, 111941, 187662]"
46664766f02f4cd6a03706bfeff99ce2,"[154248, 205630, 117525, 240744, 108242]"
4671e683d5bb4a88a722f0feb53c0ab7,"[207423, 103881, 250327, 153970, 242145]"
4672f2c4b4c64f60b1cb49be686fd908,"[207211, 116438, 104276, 116433, 182439]"
46b1b62b63cb49e2945101032995ac7f,"[230145, 212325, 115420, 230419, 247535]"
46c89605a0854c1cb950d1c520af8c23,"[109685, 107882, 112313, 117897, 165933]"
46e9d8baf3d1404b9c13a46b8ca587a0,"[122614, 209422, 101462, 209448, 113482]"
46ffdf937f6445c69f7c0546baf9df2b,"[115977, 247299, 234115, 247304, 240744]"
471fe2db52184029aa00e8c7cacdcbeb,"[198751, 193331, 212141, 212027, 207211]"
472b232ad8094ae0bc6da3adb35fe507,"[113482, 212987, 206350, 237341, 207108]"
47401462ecf7444b9bfd8dc139429ed3,"[138634, 198751, 230707, 153970, 212141]"
474d9097f869431ea0f341fc532e65d7,"[209422, 209448, 122614, 101462, 219755]"
47553003653b4f0c8a16746261f04c9a,"[230707, 178415, 247535, 120252, 217606]"
4757ed54570a470e995e978bc6dbd303,"[217683, 253678, 117897, 113482, 209422]"
477e8f47c5b64ff5b9ad73fe912452ce,"[206350, 138634, 212325, 207211, 109079]"
479d1d07a82342efb927b34b97ca3e41,"[181745, 110793, 239021, 237341, 198114]"
47a0bf256c13427ea6c7790a64aa4d20,"[207156, 113482, 219770, 212325, 168935]"
47a80e036d454affb1502e83bee2e739,"[207108, 113707, 111941, 220718, 198751]"
47b26b2694ed49d5800cfe7ce26d29cd,"[209422, 219770, 253678, 207156, 212325]"
47de983d869546df82707bc82ae31131,"[247276, 248720, 206544, 113707, 252289]"
47e344f21d89468ab731c1fdf39f38be,"[138634, 103881, 227850, 149484, 246509]"
4800c935fc9f4cd5a7b1430a5ddb1b85,"[246509, 116823, 110792, 113482, 240744]"
4878b7ad292d4f3f9a080db78d9640d8,"[181745, 116823, 182870, 115977, 207423]"
489052e66406431eb9d52e1051d87bc3,"[207108, 217683, 111941, 122614, 154248]"
489a096f1ef24b32b33b0e9aa191324a,"[237341, 113482, 212325, 207156, 101396]"
48a9d00f3d5d49e8af0da2b95e821a36,"[181745, 240663, 165933, 112313, 235614]"
48b03686c73c44c4b2ab9b97e7d51efd,"[240663, 165933, 243678, 172483, 206907]"
48b16ef245fd4a5bb35a1592326af192,"[207156, 209448, 205630, 221419, 122614]"
48b17b7be0364659b38900374aa2f392,"[243868, 122614, 203404, 101462, 116900]"
48e07883837c4923933bf2e8c66ed348,"[113707, 210628, 111837, 116438, 104276]"
491911019e6d439d89dde4a69387e358,"[206350, 212325, 212953, 207211, 109079]"
4942f024a976408fbaab875b9aaa8936,"[260154, 116823, 182870, 207423, 203404]"
49499fd94cd0489eaf1ae3044f9e6979,"[209422, 212325, 219770, 207156, 209448]"
495f4a7e167e45869c1e3ef96361bfea,"[240744, 113707, 109079, 212987, 239021]"
49785421f0cd4dec943342c4c1e63c08,"[198751, 171602, 111941, 150476, 220718]"
498253a31b1d4fe3b8e93a8ec7647e62,"[260154, 181745, 154411, 116823, 182870]"
49833965c6694f55af7eb0696829eb83,"[246509, 138634, 237341, 110793, 239021]"
498af31ee0194022bd084736f55e614f,"[113305, 113482, 182870, 212325, 207156]"
49f0c62f70fc4449b5d07ceba6ef771f,"[110793, 239021, 250327, 237341, 253946]"
49f14437481f45a5b530163a9dfe4f55,"[111941, 113707, 207211, 111837, 104276]"
4a2c4bd1c260423a9097e9ee44c132ae,"[181745, 154411, 109685, 207560, 121184]"
4a3772acde65438abfbde9238cf42969,"[181745, 154411, 237341, 109685, 246509]"
4a4e2dadcc894c2aa3f42542005dbf2e,"[111837, 212141, 212027, 212325, 149034]"
4a526a66fa4945daac2de8b8579a7d5d,"[246509, 138634, 110793, 237341, 239021]"
4a5370c482d24a05b2cb1792a8652b55,"[106584, 136872, 222378, 242710, 117525]"
4a537d21e91b4769ac4b264eb15588d5,"[101396, 245952, 145067, 210536, 243003]"
4a5c7d137e174a758f6bfd5e013ca18f,"[198751, 212141, 212027, 230707, 207211]"
4a8e73f8fdf742eaa50033dd1c7370fd,"[181745, 154411, 115977, 242642, 109685]"
4a93f779184343699b54169714f5f223,"[253678, 116900, 219266, 101462, 259050]"
4a995377daaf4b248269ca6bc3ccd930,"[237341, 181745, 240744, 154411, 113482]"
4aa542d5f283409f962b246911d3ac3a,"[111941, 207108, 203404, 113305, 111867]"
4ababd9af1454ec6863f517a871ce207,"[240744, 206350, 110793, 206544, 239021]"
4abf15d9571b489b957485b0331cf53a,"[207108, 164602, 111505, 116823, 207211]"
4ad4eb90f6d944679f5fbc167da9ff64,"[108242, 242642, 105907, 207423, 193331]"
4aea02b30dac4347937aa913af787dbd,"[117897, 235614, 208607, 110420, 166835]"
4af354f09bfc477a9af9b02afacdf355,"[237341, 212325, 207156, 181745, 115977]"
4afcb613359e4194977a35350f5e6e4b,"[138634, 153970, 259663, 105190, 121955]"
4b22ea768fc445be85fcb9ba388cd4c7,"[148714, 207108, 110793, 239021, 247276]"
4b51fcf8521644c2bfe2c363d89f02ce,"[113482, 240744, 198114, 105907, 111941]"
4b6234067ef147879af4cae538b9fa7e,"[171602, 178415, 111941, 116438, 182439]"
4b6856629d1246f4b0766bbaf352a056,"[182870, 116823, 207423, 260154, 198114]"
4b87681d412146e5b9afe41b552cbb06,"[246509, 212325, 207211, 171602, 116438]"
4b8819069aa54886ba21e32ba8709a67,"[110792, 247276, 101136, 207156, 136872]"
4b8dc79e48ee4a8983077bafbeb81fa8,"[247535, 212325, 221920, 108242, 209568]"
4b9bb71444574db28dc0666509068328,"[110792, 247276, 207156, 113707, 248720]"
4bc2f5801e144062bf150a12e8011267,"[196428, 206544, 209245, 124917, 101410]"
4bc883ab35b04d679f35dcc4bcbc05af,"[138634, 246509, 207423, 219755, 212953]"
4beb51adad684e0ca9c771e86d5ab696,"[101396, 247535, 245952, 164236, 149024]"
4bebc4a4548f4eac82951be8f6263d92,"[212325, 207156, 217683, 219266, 221920]"
4bed3df8203b4128b260ffa9ff3753ac,"[113482, 243868, 103881, 253946, 152046]"
4c1b4cdbea824abeaa87d20cfdcdbd1f,"[115977, 247299, 234115, 247304, 117532]"
4c1f64cb31914549a0bf03bdde4fe9b2,"[181745, 212325, 207156, 154411, 113482]"
4c21adac1381470f9a6e2b64efa464db,"[246509, 138634, 113482, 153970, 253946]"
4c3b360bdac14598aeb3945d4c47d957,"[138634, 110793, 113305, 113482, 239021]"
4c43e0fc3baa4a44bc3612b76abcb90f,"[111941, 149024, 207108, 207211, 104276]"
4c55892999ab420da734d6c667f5eea4,"[113482, 253946, 242145, 122614, 101462]"
4c68e03f7b4944d491622e9dde44738f,"[212325, 138634, 207156, 113482, 250129]"
4c8704daa5544236a044703f87bb2352,"[253678, 219266, 219770, 246285, 212325]"
4c968a7359034111bcc8173e8e3a7a28,"[209422, 209448, 217683, 205630, 122614]"
4c9e2802835b4b1ca88601730a8faa59,"[181745, 243868, 212325, 217683, 113305]"
4c9e612e82084ac1a267341504190ebf,"[108242, 116823, 207108, 110792, 247535]"
4cab928ba2634af8a4d9c854ac526976,"[120252, 212325, 198751, 115420, 212141]"
4cb3d8c978c547f0a1867f70105cd076,"[196428, 206544, 207302, 207435, 111941]"
4cc39ae7928c4bb291cbdbc063d3aca1,"[246509, 113482, 243868, 207156, 168935]"
4cd6117b4c954511b617c25511b988bf,"[108242, 207108, 242642, 114583, 103881]"
4ce42eec5bec4cc6ba98939d1893688d,"[260154, 182870, 203404, 116823, 138634]"
4cf83d01baee438d89405c816cee4522,"[237341, 230707, 220718, 212325, 210628]"
4d3d963a974c48d4aca522d09dbe8fd8,"[120252, 171602, 114583, 198751, 207156]"
4d522bf3a0014df78a6e1f9d5bbb1520,"[230145, 212325, 115420, 240744, 260154]"
4d5bcf08998b4133923dfb95bf96bb7a,"[108242, 207156, 113482, 243868, 212325]"
4d77bc324d704917a47933aff70a4f2a,"[138634, 103881, 230707, 149484, 242145]"
4d7a883c787a478da013a6cb8cf40d6c,"[103881, 242145, 212953, 122614, 149484]"
4db614df78284807bc4e4cc2df985a8c,"[246509, 105907, 240744, 247535, 259663]"
4e2b9dc0f46044e195c369485a7f9176,"[240744, 113305, 164602, 181745, 206350]"
4e4e595574834433842308467dae9b10,"[138634, 153970, 209422, 205630, 117525]"
4e5d6c8feebd4a5d823bea8dd9d25af7,"[113707, 111941, 247276, 150476, 206544]"
4e6dc6c16f85427fac9a45812ff8d1ec,"[243868, 152046, 102794, 228572, 106676]"
4e9755eeef8e4f28b40cfa180b60782b,"[217683, 240663, 117897, 165933, 243868]"
4ea7cfb5f119444cb97c50f0bc846476,"[243868, 152046, 106676, 228572, 205479]"
4eab425865c0488d97c7a4d3e72c9a8a,"[138634, 153970, 209422, 207108, 209448]"
4eabd094c46041c8929890c04c59da29,"[113305, 247535, 246509, 108242, 212325]"
4ec6690a29724d478f09254c50236516,"[246509, 103881, 108242, 153970, 149484]"
4edf3abeea464e1ab5ba8e6c5d3cf148,"[206350, 212987, 206544, 109079, 225096]"
4ee3e4f6f6d04a70819266a37236aff2,"[205630, 219886, 106282, 101462, 253678]"
4ef1d857b80c49f19bd9aef9678a7e27,"[260154, 203404, 138634, 101462, 250327]"
4f01e292447d4802a98ce8cd3f72dbd8,"[260154, 181745, 154411, 109685, 237341]"
4f038b3067c14e12ae0df1810ea7b124,"[217683, 198114, 253678, 209422, 117897]"
4f09b21e04fe42edaedf4dd3de6165a3,"[240744, 138634, 110793, 212987, 149024]"
4f169889237c46f28e335d6fef8519d6,"[237341, 182870, 115420, 207211, 153970]"
4f2f2f34886d49e5bc5e0e064b31e7b0,"[171602, 207108, 108242, 242642, 106208]"
4f383f003ad44b9183b613d441f8ced9,"[237288, 221920, 212325, 198751, 115420]"
4f3858dc8927443599f04846a2008376,"[101396, 164236, 245952, 195073, 211897]"
4f43c35f859e48b08a9ae1e7e054a2b2,"[237341, 207108, 113482, 116823, 240744]"
4f46e5e0839045b39a32643d6d66a2f7,"[207156, 250327, 113482, 209422, 106729]"
4f491650c9e64dbdbe25225fa2769dae,"[237341, 103881, 149484, 212953, 227850]"
4f4c8b0bcb61432b876e40f8b744a76b,"[101136, 136872, 240432, 106584, 222378]"
4f527a02fead4e7683a2929e7e5e7e35,"[212987, 206350, 239021, 210628, 182439]"
4f88d90283e44bdcac7433f4770e0189,"[198114, 178415, 260154, 111941, 198751]"
4f9e7b6e73f6455a93b6b20d7062a3d2,"[138634, 153970, 103881, 239021, 149484]"
